ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P101A,P142_1,P142_2,P142_3,P105,P1202_N,P1202_NOM,P1202_COD,P1202_TIPO,P1203_SUP_1,P1203_SUP_2,P1204_MES,P1204_ANIO,P1205_MES,P1205_ANIO,OMICAP1200_IS
2025,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,30001,01,01,1,2,010134003,646.7235,1,,1,0,0,2,1,PASTO ELEFANTE,1424,3,2,000,8,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,30001,04,04,1,2,010134003,28.89182,1,,1,1,0,1,1,PAPA AMARILLA,2611,1,0,005,5,2025,9,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,30002,02,02,1,2,010134004,188.7923,1,,1,1,0,1,1,PAPA HUAYRO,2614,1,1,000,8,2025,1,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,02,ASUNCION,30003,01,01,1,2,010131005,37.58451,1,,1,1,0,3,1,PAPA AMARILLA,2611,1,0,500,8,2025,12,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,02,ASUNCION,30003,01,01,1,2,010131005,37.58451,1,,1,1,0,3,2,OLLUCO,2609,1,0,500,8,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,02,ASUNCION,30003,01,01,1,2,010131005,37.58451,1,,1,1,0,3,3,HABA,2942,1,0,500,8,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,02,ASUNCION,30003,01,01,1,2,010131005,37.58451,1,,1,1,0,4,1,PASTO ANGLETON,1403,3,1,000,12,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30004,02,02,1,3,010182004,13.551,1,,1,0,0,1,1,MANGO,1147,2,0,250,6,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30004,03,03,1,3,010182004,23.12763,1,,1,1,0,1,1,YUCA,2620,1,0,100,6,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30004,03,03,1,3,010182004,23.12763,1,,1,1,0,1,2,MAIZ AMARILLO DURO,2107,1,0,100,6,2025,11,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30004,03,03,1,3,010182004,23.12763,1,,1,1,0,1,3,CACAO,1202,3,0,250,6,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30004,04,04,1,3,010182004,28.34508,1,,1,0,0,2,2,LIMON ACIDO,1140,3,0,010,11,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30004,04,04,1,3,010182004,28.34508,1,,1,0,0,2,1,YUCA,2620,1,0,010,6,2025,5,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30004,05,05,1,3,010182004,33.79362,1,,1,0,0,1,1,MANGO,1147,2,0,500,10,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30004,07,07,1,3,010182004,3.65623,1,,1,1,0,1,1,MANGO,1147,2,0,050,10,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30005,01,01,1,2,010131005,15.23187,1,,1,1,0,1,1,ARVEJA,2901,1,0,250,7,2025,9,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30005,01,01,1,2,010131005,15.23187,1,,1,1,0,5,4,TARHUI,2947,1,0,050,10,2025,6,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30005,01,01,1,2,010131005,15.23187,1,,1,1,0,5,2,MAIZ AMILACEO,2108,1,0,200,10,2025,6,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30005,01,01,1,2,010131005,15.23187,1,,1,1,0,5,1,ARVEJA,2901,1,0,250,6,2025,9,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30005,01,01,1,2,010131005,15.23187,1,,1,1,0,5,3,FRIJOL CANARIO,2910,1,0,100,10,2025,6,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30005,03,03,1,2,010131005,4.550687,1,,1,0,0,2,2,LECHUGA,2326,1,0,050,6,2025,9,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30005,03,03,1,2,010131005,4.550687,1,,1,0,0,2,1,PAPA HUAYRO,2614,1,0,500,10,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30005,04,04,1,2,010131005,11.86704,1,,1,1,0,1,4,ARVEJA,2901,1,1,000,4,2026,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30005,04,04,1,2,010131005,11.86704,1,,1,1,0,1,2,MAIZ AMILACEO,2108,1,0,100,12,2025,8,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30005,04,04,1,2,010131005,11.86704,1,,1,1,0,1,1,PAPA HUAYRO,2614,1,1,000,2,2026,6,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30005,04,04,1,2,010131005,11.86704,1,,1,1,0,1,5,TRIGO,2113,1,0,500,3,2026,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,30005,04,04,1,2,010131005,11.86704,1,,1,1,0,1,3,FRIJOL CANARIO,2910,1,0,100,12,2025,8,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,01,01,1,2,010173004,.9082471,1,,1,1,0,2,1,PAPA HUAYRO,2614,1,0,200,6,2025,10,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,03,03,1,2,010173004,.0629139,1,,1,0,0,1,2,ARVEJA,2901,1,0,100,7,2025,10,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,03,03,1,2,010173004,.0629139,1,,1,0,0,1,1,PAPA HUAYRO,2614,1,0,400,7,2025,10,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,03,03,1,2,010173004,.0629139,1,,1,0,0,2,4,LECHUGA,2326,1,0,100,7,2025,9,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,03,03,1,2,010173004,.0629139,1,,1,0,0,2,1,ZANAHORIA,2344,1,0,500,7,2025,10,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,03,03,1,2,010173004,.0629139,1,,1,0,0,2,2,ESPINACA,2322,1,0,250,7,2025,9,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,03,03,1,2,010173004,.0629139,1,,1,0,0,2,3,CEBOLLA CHINA,2316,1,0,100,7,2025,9,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,04,04,1,2,010173004,1.182987,1,,1,1,0,3,2,FRIJOL CHAUCHA,2912,1,0,400,10,2025,5,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,04,04,1,2,010173004,1.182987,1,,1,1,0,3,1,MAIZ AMILACEO,2108,1,1,000,10,2025,5,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,05,05,1,2,010173004,.0180519,1,,1,1,0,3,2,ARVEJA,2901,1,0,300,6,2025,10,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,05,05,1,2,010173004,.0180519,1,,1,1,0,3,1,PAPA HUAYRO,2614,1,1,000,6,2025,10,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,06,06,1,2,010173004,.393086,1,,1,1,0,1,1,PAPA HUAYRO,2614,1,1,500,6,2025,10,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,06,06,1,2,010173004,.393086,1,,1,1,0,2,2,FRIJOL CHAUCHA,2912,1,0,500,6,2025,12,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,06,06,1,2,010173004,.393086,1,,1,1,0,2,1,MAIZ AMILACEO,2108,1,1,000,6,2025,12,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,06,06,1,2,010173004,.393086,1,,1,1,0,3,3,ZANAHORIA,2344,1,0,250,11,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,06,06,1,2,010173004,.393086,1,,1,1,0,3,1,PAPA HUAYRO,2614,1,1,000,11,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,06,06,1,2,010173004,.393086,1,,1,1,0,3,2,COL,2319,1,0,250,11,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,06,06,1,2,010173004,.393086,1,,1,1,0,3,5,ZAPALLO,2345,1,0,500,11,2025,3,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,06,06,1,2,010173004,.393086,1,,1,1,0,3,4,ESPINACA,2322,1,0,250,8,2025,11,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,07,07,1,2,010173004,.045539,1,,1,1,0,3,2,PAPA BLANCA,2612,1,0,500,10,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,07,07,1,2,010173004,.045539,1,,1,1,0,3,4,ARVEJA,2901,1,0,250,10,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,07,07,1,2,010173004,.045539,1,,1,1,0,3,1,PAPA HUAYRO,2614,1,1,000,10,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30008,07,07,1,2,010173004,.045539,1,,1,1,0,3,3,PAPA AMARILLA,2611,1,0,250,10,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30009,01,01,1,2,010134005,11.57966,1,,1,1,0,2,1,AJI,2302,1,0,500,9,2025,5,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30009,03,03,1,2,010134005,8.027914,1,,1,1,0,1,2,FRIJOL PINTO,2930,1,0,100,6,2025,12,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30009,03,03,1,2,010134005,8.027914,1,,1,1,0,1,1,MAIZ AMILACEO,2108,1,0,400,6,2025,12,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30009,06,06,1,2,010134005,3.924748,1,,1,1,0,2,2,FRIJOL CHAUCHA,2912,1,0,100,6,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30009,06,06,1,2,010134005,3.924748,1,,1,1,0,2,1,MAIZ AMILACEO,2108,1,0,400,6,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30009,07,07,1,2,010134005,13.47805,1,,1,1,0,2,2,FRIJOL CHAUCHA,2912,1,0,100,7,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30009,07,07,1,2,010134005,13.47805,1,,1,1,0,2,1,MAIZ AMILACEO,2108,1,0,400,7,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30010,01,01,1,2,010133004,.6849239,1,,1,1,0,2,2,MAIZ AMILACEO,2108,1,1,000,5,2025,1,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30010,01,01,1,2,010133004,.6849239,1,,1,1,0,2,1,PAPA HUAYRO,2614,1,1,000,5,2025,10,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30010,01,01,1,2,010133004,.6849239,1,,1,1,0,3,1,PAPA HUAYRO,2614,1,0,250,5,2025,10,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30010,02,02,1,2,010133004,2.537141,1,,1,1,0,1,1,MAIZ AMILACEO,2108,1,0,250,7,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30010,03,03,1,2,010133004,.903625,1,,1,1,0,1,2,MAIZ AMILACEO,2108,1,0,500,6,2025,11,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30010,03,03,1,2,010133004,.903625,1,,1,1,0,1,1,PAPA HUAYRO,2614,1,1,000,8,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30010,03,03,1,2,010133004,.903625,1,,1,1,0,2,2,FRIJOL SAN JACINTO,2937,1,0,500,7,2025,11,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30010,03,03,1,2,010133004,.903625,1,,1,1,0,2,1,MAIZ AMILACEO,2108,1,0,500,7,2025,11,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,01,01,1,2,010172004,1.72978,1,,1,1,0,1,2,PAPA HUAYRO,2614,1,1,000,11,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,01,01,1,2,010172004,1.72978,1,,1,1,0,1,4,ARVEJA,2901,1,0,500,11,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,01,01,1,2,010172004,1.72978,1,,1,1,0,1,3,FRIJOL CHAUCHA,2912,1,0,500,6,2025,1,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,01,01,1,2,010172004,1.72978,1,,1,1,0,1,1,MAIZ AMILACEO,2108,1,1,000,6,2025,1,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,03,03,1,2,010172004,1.263273,1,,1,1,0,2,2,FRIJOL PINTO,2930,1,0,700,8,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,03,03,1,2,010172004,1.263273,1,,1,1,0,2,1,MAIZ AMILACEO,2108,1,1,000,8,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,03,03,1,2,010172004,1.263273,1,,1,1,0,3,1,MAIZ AMILACEO,2108,1,1,000,7,2025,12,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,03,03,1,2,010172004,1.263273,1,,1,1,0,3,2,FRIJOL PINTO,2930,1,0,600,7,2025,12,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,03,03,1,2,010172004,1.263273,1,,1,1,0,4,2,FRIJOL PINTO,2930,1,0,800,10,2025,2,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,03,03,1,2,010172004,1.263273,1,,1,1,0,4,1,MAIZ AMILACEO,2108,1,1,200,10,2025,4,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,04,04,1,2,010172004,2.949145,1,,1,1,0,1,2,MAIZ AMILACEO,2108,1,1,000,11,2025,6,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,04,04,1,2,010172004,2.949145,1,,1,1,0,1,1,PAPA HUAYRO,2614,1,1,000,9,2025,12,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,06,06,1,2,010172004,1.022072,1,,1,1,0,2,2,ARVEJA,2901,1,0,200,7,2025,10,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,04,CHETO,30011,06,06,1,2,010172004,1.022072,1,,1,1,0,2,1,PAPA HUAYRO,2614,1,1,000,7,2025,10,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30012,01,01,1,2,010172005,4.714472,1,,1,1,0,1,1,MAIZ AMILACEO,2108,1,1,000,10,2025,4,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30012,01,01,1,2,010172005,4.714472,1,,1,1,0,1,2,FRIJOL PINTO,2930,1,1,000,10,2025,4,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30012,02,02,1,2,010172005,66.03734,1,,1,1,0,1,1,PASTO BRAQUIARIA,1407,3,2,000,1,2026,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30012,04,04,1,2,010172005,2.991959,1,,1,1,0,2,1,CAFE PERGAMINO,1203,2,1,000,11,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30012,04,04,1,2,010172005,2.991959,1,,1,1,0,2,2,PALTO,1162,2,0,500,12,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30012,06,06,1,2,010172005,.90631,1,,1,1,0,1,2,FRIJOL PINTO,2930,1,0,050,10,2025,6,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30012,06,06,1,2,010172005,.90631,1,,1,1,0,1,1,MAIZ AMILACEO,2108,1,0,050,10,2025,6,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30013,01,01,1,2,010173005,5.91674,1,,1,0,0,2,1,PASTO KIKUYO,1438,3,5,000,11,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30013,02,02,1,2,010173005,3.791047,1,,1,1,0,1,3,FRIJOL PINTO,2930,1,0,250,10,2025,5,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30013,02,02,1,2,010173005,3.791047,1,,1,1,0,1,2,MAIZ AMILACEO,2108,1,0,750,10,2025,5,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30013,02,02,1,2,010173005,3.791047,1,,1,1,0,1,1,PASTO ANGLETON,1403,3,1,000,8,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30014,01,01,1,2,010132005,111.3909,1,,1,1,0,1,2,FRIJOL PINTO,2930,1,1,000,11,2025,4,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30014,01,01,1,2,010132005,111.3909,1,,1,1,0,1,1,MAIZ AMILACEO,2108,1,2,000,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30014,03,03,1,2,010132005,13.03976,1,,1,1,0,1,1,MAIZ AMILACEO,2108,1,1,000,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,30014,03,03,1,2,010132005,13.03976,1,,1,1,0,1,2,FRIJOL PINTO,2930,1,1,000,11,2025,4,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30015,02,02,1,3,010183002,.067248,1,,1,0,0,1,1,MANGO,1147,2,0,100,10,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30015,02,02,1,3,010183002,.067248,1,,1,0,0,2,1,MANGO,1147,2,0,200,10,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30015,03,03,1,3,010183002,.0995974,1,,1,0,0,1,1,PAPAYA,1163,2,1,000,10,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,01,01,1,2,010132004,9.8662,1,,1,0,0,2,1,MAIZ AMILACEO,2108,1,0,500,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,01,01,1,2,010132004,9.8662,1,,1,0,0,3,1,MAIZ AMILACEO,2108,1,0,500,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,01,01,1,2,010132004,9.8662,1,,1,0,0,4,1,PAPA HUAYRO,2614,1,0,150,6,2025,10,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,02,02,1,2,010132004,34.0037,1,,1,1,0,1,1,MAIZ AMILACEO,2108,1,0,200,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,02,02,1,2,010132004,34.0037,1,,1,1,0,1,2,FRIJOL PINTO,2930,1,0,050,11,2025,4,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,02,02,1,2,010132004,34.0037,1,,1,1,0,2,3,MAIZ AMILACEO,2108,1,0,200,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,02,02,1,2,010132004,34.0037,1,,1,1,0,2,4,FRIJOL PINTO,2930,1,0,050,11,2025,4,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,02,02,1,2,010132004,34.0037,1,,1,1,0,2,1,OLLUCO,2609,1,0,020,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,02,02,1,2,010132004,34.0037,1,,1,1,0,2,2,HABA,2942,1,0,010,11,2025,5,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,02,02,1,2,010132004,34.0037,1,,1,1,0,2,5,PAPA AMARILLA,2611,1,0,010,7,2025,10,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,03,03,1,2,010132004,.3251329,1,,1,1,0,1,1,PAPA HUAYRO,2614,1,0,250,8,2025,1,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,03,03,1,2,010132004,.3251329,1,,1,1,0,2,1,TRIGO,2113,1,0,250,1,2026,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,03,03,1,2,010132004,.3251329,1,,1,1,0,3,1,PALTO,1162,2,0,075,7,2025,,,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,04,04,1,2,010132004,104.7316,1,,1,1,0,1,3,TRIGO,2113,1,0,250,1,2026,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,04,04,1,2,010132004,104.7316,1,,1,1,0,1,2,FRIJOL PINTO,2930,1,0,050,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,04,04,1,2,010132004,104.7316,1,,1,1,0,1,1,MAIZ AMILACEO,2108,1,0,200,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,04,04,1,2,010132004,104.7316,1,,1,1,0,2,5,OLLUCO,2609,1,0,020,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,04,04,1,2,010132004,104.7316,1,,1,1,0,2,1,MAIZ AMILACEO,2108,1,0,200,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,04,04,1,2,010132004,104.7316,1,,1,1,0,2,3,ZAMBUMBA,2351,1,0,010,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,04,04,1,2,010132004,104.7316,1,,1,1,0,2,4,OCA,2608,1,0,010,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,04,04,1,2,010132004,104.7316,1,,1,1,0,2,2,FRIJOL PINTO,2930,1,0,050,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,04,04,1,2,010132004,104.7316,1,,1,1,0,3,1,CEBADA GRANO,2104,1,0,500,1,2026,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,05,05,1,2,010132004,94.32417,1,,1,1,0,3,1,TRIGO,2113,1,0,500,1,2026,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,05,05,1,2,010132004,94.32417,1,,1,1,0,6,2,FRIJOL PINTO,2930,1,0,100,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,05,05,1,2,010132004,94.32417,1,,1,1,0,6,1,MAIZ AMILACEO,2108,1,0,250,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,05,05,1,2,010132004,94.32417,1,,1,1,0,6,3,PAPA HUAYRO,2614,1,0,050,6,2025,11,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,06,06,1,2,010132004,4.379518,1,,1,1,0,1,2,FRIJOL PINTO,2930,1,0,100,11,2025,4,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,06,06,1,2,010132004,4.379518,1,,1,1,0,1,3,ZAMBUMBA,2351,1,0,020,11,2025,6,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,06,06,1,2,010132004,4.379518,1,,1,1,0,1,1,MAIZ AMILACEO,2108,1,0,130,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,06,06,1,2,010132004,4.379518,1,,1,1,0,2,1,PAPA HUAYRO,2614,1,0,500,6,2025,11,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,06,06,1,2,010132004,4.379518,1,,1,1,0,3,2,FRIJOL PINTO,2930,1,0,100,11,2025,4,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,06,06,1,2,010132004,4.379518,1,,1,1,0,3,3,ZAMBUMBA,2351,1,0,020,11,2025,6,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,06,06,1,2,010132004,4.379518,1,,1,1,0,3,1,MAIZ AMILACEO,2108,1,0,230,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,06,06,1,2,010132004,4.379518,1,,1,1,0,4,1,PAPA HUAYRO,2614,1,0,250,6,2025,11,2025,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,07,07,1,2,010132004,9.757385,1,,1,1,0,1,2,FRIJOL PINTO,2930,1,0,100,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,07,07,1,2,010132004,9.757385,1,,1,1,0,1,1,MAIZ AMILACEO,2108,1,0,150,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,07,07,1,2,010132004,9.757385,1,,1,1,0,2,3,ZAMBUMBA,2351,1,0,020,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,07,07,1,2,010132004,9.757385,1,,1,1,0,2,2,FRIJOL PINTO,2930,1,0,100,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,07,07,1,2,010132004,9.757385,1,,1,1,0,2,1,MAIZ AMILACEO,2108,1,0,130,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,07,07,1,2,010132004,9.757385,1,,1,1,0,4,1,MAIZ AMILACEO,2108,1,0,150,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,07,07,1,2,010132004,9.757385,1,,1,1,0,4,2,FRIJOL PINTO,2930,1,0,100,11,2025,7,2026,
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,08,08,1,2,010132004,51.9143,1,,1,1,0,1,2,FRIJOL PINTO,2930,1,0,250,11,2025,7,2026,
