ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P101A,P142_1,P142_2,P147,P224B,P224B_NOM,P224B_COD,P224B_TIPO,P224D_SUP_1,P224D_SUP_2,P224E_1,P224E_2,P224E_3,P224E_4,P224E_5,P224E_6,P224E_7,OMICAP200_00
2025,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,30016,06,06,1,2,010132004,4.379518,1,,1,1,4,1,FRIJOL PINTO,2930,1,0,050,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,01,CHACHAPOYAS,09,LA JALCA,30023,03,03,1,2,010131004,4.533572,1,,1,1,2,1,PAPA BLANCA,2612,1,0,500,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,01,CHACHAPOYAS,09,LA JALCA,30023,03,03,1,2,010131004,4.533572,1,,1,1,1,1,PAPA BLANCA,2612,1,0,301,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,01,CHACHAPOYAS,17,QUINJALCA,30046,01,01,1,2,010131005,77.49801,1,,1,1,1,1,OLLUCO,2609,1,0,400,0,0,1,1,0,1,0, 
2025,01,AMAZONAS,01,CHACHAPOYAS,17,QUINJALCA,30046,01,01,1,2,010131005,77.49801,1,,1,1,1,2,OCA,2608,1,0,030,0,0,1,1,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,01,BAGUA,30060,06,06,1,3,010293004,3.418994,1,,1,0,2,1,ARROZ CASCARA,2101,1,3,500,1,1,0,0,0,0,0, 
2025,01,AMAZONAS,02,BAGUA,01,BAGUA,30060,06,06,1,3,010293004,3.418994,1,,1,0,1,1,ARROZ CASCARA,2101,1,15,000,1,1,0,0,0,0,0, 
2025,01,AMAZONAS,02,BAGUA,01,BAGUA,30060,06,06,1,3,010293004,3.418994,1,,1,0,3,1,ARROZ CASCARA,2101,1,2,000,1,1,0,0,0,0,0, 
2025,01,AMAZONAS,02,BAGUA,01,BAGUA,30060,08,08,1,3,010293004,4.422313,1,,1,0,1,1,LIMON ACIDO,1140,3,1,215,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,01,BAGUA,30061,02,02,1,3,010281005,45.37971,1,,1,0,1,1,ARROZ CASCARA,2101,1,5,000,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30062,06,06,1,3,010282005,2.611727,1,,1,1,2,1,NARANJO,1156,2,0,750,0,0,1,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30062,07,07,1,3,010282005,10.18427,1,,1,1,1,1,NARANJO,1156,2,0,500,0,0,1,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30065,06,06,1,3,010272004,6.897732,1,,1,1,2,1,YACON,2619,1,0,500,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30065,07,07,1,3,010272004,16.46589,1,,1,1,1,1,MAIZ AMARILLO DURO,2107,1,0,200,0,0,0,0,0,1,1, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30065,08,08,1,3,010272004,89.00714,1,,1,1,1,1,FRIJOL ASHPA,2904,1,0,050,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30065,08,08,1,3,010272004,89.00714,1,,1,1,1,2,FRIJOL SHINGO,2939,1,0,050,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30074,01,01,1,3,010282005,75.17447,1,,1,1,2,1,CACAO,1202,3,0,050,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30074,02,02,1,3,010282005,256.5258,1,,1,1,2,1,MAIZ AMARILLO DURO,2107,1,0,700,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30074,04,04,1,3,010282005,11.08695,1,,1,1,1,1,PLATANO,1171,3,0,200,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30079,01,01,1,3,010282005,85.37811,1,,1,1,1,1,PLATANO,1171,3,2,000,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30079,01,01,1,3,010282005,85.37811,1,,1,1,3,1,PLATANO,1171,3,1,000,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30079,01,01,1,3,010282005,85.37811,1,,1,1,1,2,CACAO,1202,3,1,900,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30079,01,01,1,3,010282005,85.37811,1,,1,1,3,2,PAPAYA,1163,2,1,000,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30079,02,02,1,3,010282005,11.74448,1,,1,1,2,1,PAPAYA,1163,2,1,000,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30079,04,04,1,3,010282005,56.11858,1,,1,1,1,1,PLATANO,1171,3,1,250,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30079,05,05,1,3,010282005,24.384,1,,1,1,1,1,PASTO BRIZANTA,1408,3,1,000,1,0,0,0,0,0,0, 
2025,01,AMAZONAS,02,BAGUA,02,ARAMANGO,30079,05,05,1,3,010282005,24.384,1,,1,1,4,1,MAIZ AMARILLO DURO,2107,1,1,000,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,03,BONGARA,06,FLORIDA,30109,05,05,1,2,010373005,54.38698,1,,1,1,1,1,FRIJOL PINTO,2930,1,1,500,0,0,0,0,0,0,1, 
2025,01,AMAZONAS,03,BONGARA,07,JAZAN,30114,03,03,1,2,010331004,54.2155,1,,1,1,2,1,MAIZ AMILACEO,2108,1,0,250,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,03,BONGARA,10,SHIPASBAMBA,30117,01,01,1,3,010372005,1.850492,1,,1,0,1,1,ZAPALLO,2345,1,1,500,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,03,BONGARA,10,SHIPASBAMBA,30118,01,01,1,3,010373005,36.27275,1,,1,1,2,1,CAFE PERGAMINO,1203,2,0,250,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,30119,03,03,1,3,010371005,4.237248,1,,1,1,2,1,CAFE PERGAMINO,1203,2,0,040,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,30119,09,09,1,3,010371005,2.185297,1,,1,1,1,1,MAIZ AMILACEO,2108,1,0,500,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,30119,09,09,1,3,010371005,2.185297,1,,1,1,1,2,FRIJOL PINTO,2930,1,0,500,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,30126,02,02,1,3,010371005,21.48995,1,,1,1,1,1,FRIJOL PINTO,2930,1,0,750,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,30126,04,04,1,3,010371005,15.55003,1,,1,1,1,1,ARRACACHA,2602,1,0,050,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,30126,04,04,1,3,010371005,15.55003,1,,1,1,1,2,YUCA,2620,1,0,010,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,30126,04,04,1,3,010371005,15.55003,1,,1,1,1,3,FRIJOL PINTO,2930,1,0,013,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,30126,04,04,1,3,010371005,15.55003,1,,1,1,1,4,MAIZ AMARILLO DURO,2107,1,0,060,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,04,CONDORCANQUI,01,NIEVA,30129,02,02,1,3,010493005,30.58053,1,,1,1,1,1,PLATANO,1171,3,10,500,0,1,0,0,0,0,0, 
2025,01,AMAZONAS,04,CONDORCANQUI,01,NIEVA,30129,02,02,1,3,010493005,30.58053,1,,1,1,2,1,PLATANO,1171,3,3,750,0,1,0,0,0,0,0, 
2025,01,AMAZONAS,04,CONDORCANQUI,01,NIEVA,30129,03,03,1,3,010493005,14.57145,1,,1,1,2,1,PLATANO,1171,3,2,000,0,1,0,0,0,0,0, 
2025,01,AMAZONAS,05,LUYA,04,COLCAMAR,30149,01,01,1,2,010571003,3.049581,1,,1,1,1,1,ARVEJA,2901,1,0,024,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,05,LUYA,04,COLCAMAR,30149,02,02,1,2,010571003,74.79375,1,,1,1,5,1,MAIZ AMILACEO,2108,1,0,250,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,05,LUYA,06,INGUILPATA,30150,02,02,1,2,010532003,6.743883,1,,1,1,2,1,FRIJOL PINTO,2930,1,0,050,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,05,LUYA,08,LONYA CHICO,30159,04,04,1,2,010531003,.2689622,1,,1,1,1,1,ARVEJA,2901,1,0,550,0,0,0,0,0,1,1, 
2025,01,AMAZONAS,05,LUYA,13,OCUMAL,30175,01,01,1,3,010573004,234.6196,1,,1,1,7,1,NARANJO,1156,2,0,004,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,05,LUYA,16,SAN CRISTOBAL,30180,03,03,1,2,010532003,.4661645,1,,1,1,1,1,CAÑA DE AZUCAR PARA AZUCAR,2808,1,0,125,0,0,0,0,0,0,1, 
2025,01,AMAZONAS,05,LUYA,18,SAN JERONIMO,30183,05,05,1,3,010573004,12.2444,1,,1,1,2,1,CHIRIMOYO,1121,2,0,020,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,05,LUYA,18,SAN JERONIMO,30183,05,05,1,3,010573004,12.2444,1,,1,1,2,2,NARANJO,1156,2,0,006,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,05,LUYA,18,SAN JERONIMO,30185,05,05,1,2,010531003,6.625759,1,,1,0,2,1,COL,2319,1,0,250,0,0,0,0,0,1,1, 
2025,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,09,OMIA,30212,03,03,1,3,010673004,12.94711,1,,1,1,3,1,ZAPOTE,1193,2,0,050,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,30236,04,04,1,3,010784004,270.9428,1,,1,1,2,1,MAIZ AMARILLO DURO,2107,1,5,500,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,30236,04,04,1,3,010784004,270.9428,1,,1,1,1,1,MAIZ AMARILLO DURO,2107,1,7,865,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,30236,05,05,1,3,010784004,16.90501,1,,1,0,1,1,MAIZ AMARILLO DURO,2107,1,1,300,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,30241,06,06,1,3,010782004,3.539069,1,,1,0,1,1,MAIZ AMARILLO DURO,2107,1,3,100,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,30245,01,01,1,3,010781004,220.4864,1,,1,1,1,1,PLATANO,1171,3,9,500,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,30246,03,03,1,3,010783005,167.6457,1,,1,1,3,1,CAFE PERGAMINO,1203,2,0,060,0,0,1,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,30246,06,06,1,3,010783005,6.130284,1,,1,1,2,1,ARROZ CASCARA,2101,1,4,000,0,1,0,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,30258,01,01,1,3,010782004,105.2826,1,,1,1,1,1,ARROZ CASCARA,2101,1,4,000,1,1,0,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,30265,05,05,1,3,010781004,2.355266,1,,1,1,1,1,PACAE,1159,2,0,006,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,30268,01,01,1,3,010782004,489.9895,1,,1,1,1,1,YUCA,2620,1,0,500,1,0,0,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,30280,01,01,1,3,010781002,1.031494,1,,1,1,2,1,PLATANO,1171,3,2,500,0,1,0,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,30280,02,02,1,3,010781002,.7581008,1,,1,1,2,1,PLATANO,1171,3,1,998,0,1,0,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,30285,02,02,1,3,010772004,35.44473,1,,1,0,1,1,PLATANO,1171,3,0,020,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,30285,02,02,1,3,010772004,35.44473,1,,1,0,1,2,PACAE,1159,2,0,020,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,30285,03,03,1,3,010772004,37.72021,1,,1,1,1,1,PLATANO,1171,3,0,007,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30300,04,04,1,3,010781005,13.68823,1,,1,0,1,1,MAIZ AMARILLO DURO,2107,1,1,000,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30301,02,02,1,3,010783005,57.5888,1,,1,1,2,1,MAIZ AMARILLO DURO,2107,1,1,000,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30301,03,03,1,3,010783005,30.45129,1,,1,1,1,1,YUCA,2620,1,0,020,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30304,01,01,1,3,010771004,247.1571,1,,1,1,3,1,MAIZ AMARILLO DURO,2107,1,1,500,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30304,02,02,1,3,010771004,94.40005,1,,1,1,4,1,MAIZ AMARILLO DURO,2107,1,2,000,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30304,02,02,1,3,010771004,94.40005,1,,1,1,1,1,MAIZ AMARILLO DURO,2107,1,1,300,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30304,02,02,1,3,010771004,94.40005,1,,1,1,2,1,MAIZ AMARILLO DURO,2107,1,1,000,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30306,02,02,1,3,010793004,1.915485,1,,1,0,1,1,ARROZ CASCARA,2101,1,3,600,1,1,0,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30307,02,02,1,3,010781004,42.58478,1,,1,1,1,1,MAIZ AMARILLO DURO,2107,1,1,500,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30307,05,05,1,3,010781004,32.76258,1,,1,0,1,1,FRIJOL SHINGO,2939,1,0,200,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30307,05,05,1,3,010781004,32.76258,1,,1,0,1,2,MAIZ AMARILLO DURO,2107,1,0,300,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30308,01,01,1,3,010792003,1.87653,1,,1,0,1,1,ARROZ CASCARA,2101,1,1,000,0,1,0,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30308,02,02,1,3,010792003,.0510195,1,,1,1,1,1,ARROZ CASCARA,2101,1,0,250,1,1,0,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,30308,02,02,1,3,010792003,.0510195,1,,1,1,2,1,ARROZ CASCARA,2101,1,2,000,0,1,0,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,05,JAMALCA,30312,11,11,1,3,010772004,21.96764,1,,1,0,1,1,CAFE PERGAMINO,1203,2,0,788,0,0,1,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,05,JAMALCA,30312,11,11,1,3,010772004,21.96764,1,,1,0,1,2,PLATANO,1171,3,0,007,0,0,0,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,05,JAMALCA,30316,06,06,1,3,010783004,71.99982,1,,1,0,1,1,MAIZ AMARILLO DURO,2107,1,2,000,0,0,1,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,05,JAMALCA,30321,01,01,1,3,010772004,3.613051,1,,1,1,3,1,CAFE PERGAMINO,1203,2,0,500,0,0,1,0,0,1,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,05,JAMALCA,30321,04,04,1,3,010772004,46.25534,1,,1,1,3,1,ZAPOTE,1193,2,0,030,0,0,1,0,0,0,0, 
2025,01,AMAZONAS,07,UTCUBAMBA,05,JAMALCA,30322,04,04,1,3,010773004,40.44501,1,,1,1,3,1,CAFE PERGAMINO,1203,2,0,250,0,0,1,0,0,1,0, 
2025,02,ANCASH,01,HUARAZ,01,HUARAZ,30340,02,02,1,2,020131002,65.6078,1,,1,1,2,1,TRIGO,2113,1,5000,000,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,01,HUARAZ,30340,02,02,1,2,020131002,65.6078,1,,1,1,3,1,PAPA BLANCA,2612,1,3800,000,0,0,1,0,0,0,1, 
2025,02,ANCASH,01,HUARAZ,01,HUARAZ,30340,02,02,1,2,020131002,65.6078,1,,1,1,3,2,ARVEJA,2901,1,1200,000,0,0,0,0,0,0,1, 
2025,02,ANCASH,01,HUARAZ,01,HUARAZ,30340,02,02,1,2,020131002,65.6078,1,,1,1,2,2,ARVEJA,2901,1,5000,000,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,01,HUARAZ,30340,03,03,1,2,020131002,40.5876,1,,1,1,3,1,PAPA BLANCA,2612,1,800,000,0,0,1,0,1,0,0, 
2025,02,ANCASH,01,HUARAZ,02,COCHABAMBA,30343,01,01,1,2,020131004,100.8958,1,,1,1,1,1,TRIGO,2113,1,0,150,0,1,0,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,02,COCHABAMBA,30343,01,01,1,2,020131004,100.8958,1,,1,1,4,1,PAPA BLANCA,2612,1,0,100,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,02,COCHABAMBA,30343,01,01,1,2,020131004,100.8958,1,,1,1,1,2,TARHUI,2947,1,0,100,0,1,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,02,COCHABAMBA,30343,01,01,1,2,020131004,100.8958,1,,1,1,1,3,CEBADA GRANO,2104,1,0,091,0,1,0,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,02,COCHABAMBA,30343,04,04,1,2,020131004,24.35466,1,,1,1,4,1,PAPA BLANCA,2612,1,0,500,0,0,1,1,0,0,0, 
2025,02,ANCASH,01,HUARAZ,04,HUANCHAY,30347,03,03,1,2,020141004,19.77648,1,,1,1,1,1,HABA,2942,1,0,400,0,0,0,0,0,1,0, 
2025,02,ANCASH,01,HUARAZ,04,HUANCHAY,30347,06,06,1,2,020141004,.0577805,1,,1,1,1,1,TRIGO,2113,1,0,400,0,0,1,0,0,1,0, 
2025,02,ANCASH,01,HUARAZ,04,HUANCHAY,30349,05,05,1,1,020122004,255.9901,1,,1,1,2,1,MAIZ MORADO,2110,1,0,290,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,30351,01,01,1,2,020141003,22.73499,1,,1,1,1,1,PAPA BLANCA,2612,1,0,029,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,30351,01,01,1,2,020141003,22.73499,1,,1,1,1,2,CEBADA GRANO,2104,1,0,060,0,0,1,0,1,0,0, 
2025,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,30351,01,01,1,2,020141003,22.73499,1,,1,1,1,3,OLLUCO,2609,1,0,011,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,30351,03,03,1,2,020141003,40.91103,1,,1,1,1,1,PAPA BLANCA,2612,1,0,159,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,30354,02,02,1,2,020141004,9.41663,1,,1,1,2,1,PAPA BLANCA,2612,1,0,100,0,0,1,1,0,0,0, 
2025,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,30354,07,07,1,2,020141004,23.65585,1,,1,1,5,1,PAPA BLANCA,2612,1,0,100,0,0,1,1,0,0,0, 
2025,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,30355,04,04,1,2,020141003,9.559123,1,,1,1,1,1,QUINUA,2111,1,0,090,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,30362,02,02,1,2,020142004,66.52916,1,,1,1,5,1,PAPA BLANCA,2612,1,0,200,0,0,0,0,0,1,0, 
2025,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,30362,02,02,1,2,020142004,66.52916,1,,1,1,3,1,PAPA BLANCA,2612,1,0,200,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,30363,07,07,1,2,020131002,16.82853,1,,1,1,3,1,MAIZ AMILACEO,2108,1,0,150,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,06,JANGAS,30368,05,05,1,2,020131003,24.29472,1,,1,1,5,1,MAIZ AMILACEO,2108,1,0,100,0,0,0,0,1,0,0, 
2025,02,ANCASH,01,HUARAZ,06,JANGAS,30368,05,05,1,2,020131003,24.29472,1,,1,1,7,1,OCA,2608,1,0,050,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,06,JANGAS,30369,03,03,1,2,020131003,.3022341,1,,1,1,11,1,PAPA BLANCA,2612,1,0,020,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,06,JANGAS,30369,03,03,1,2,020131003,.3022341,1,,1,1,14,1,TARHUI,2947,1,0,020,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,06,JANGAS,30369,03,03,1,2,020131003,.3022341,1,,1,1,10,1,PAPA BLANCA,2612,1,0,020,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,06,JANGAS,30369,03,03,1,2,020131003,.3022341,1,,1,1,8,1,ALFALFA,1401,3,0,020,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,07,LA LIBERTAD,30372,02,02,1,2,020131004,138.4278,1,,1,1,2,1,TRIGO,2113,1,0,500,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,08,OLLEROS,30373,01,01,1,2,020143004,9.299629,1,,1,1,4,1,PAPA NATIVA,2615,1,500,000,0,0,1,1,0,0,0, 
2025,02,ANCASH,01,HUARAZ,08,OLLEROS,30373,06,06,1,2,020143004,3.742364,1,,1,1,4,1,PAPA BLANCA,2612,1,0,050,0,0,1,1,0,0,0, 
2025,02,ANCASH,01,HUARAZ,11,PIRA,30392,04,04,1,2,020133004,.2032038,1,,1,1,3,1,PAPA BLANCA,2612,1,0,100,0,0,1,0,1,0,0, 
2025,02,ANCASH,01,HUARAZ,12,TARICA,30397,01,01,1,2,020131004,49.09757,1,,1,1,1,1,PAPA BLANCA,2612,1,0,150,0,1,0,0,1,0,0, 
2025,02,ANCASH,01,HUARAZ,12,TARICA,30397,01,01,1,2,020131004,49.09757,1,,1,1,1,2,MAIZ AMILACEO,2108,1,0,100,0,0,1,0,0,0,0, 
2025,02,ANCASH,01,HUARAZ,12,TARICA,30397,04,04,1,2,020131004,6.544526,1,,1,1,8,1,ARVEJA,2901,1,0,008,0,0,0,1,0,0,0, 
2025,02,ANCASH,01,HUARAZ,12,TARICA,30397,04,04,1,2,020131004,6.544526,1,,1,1,3,1,PAPA BLANCA,2612,1,0,250,0,0,1,0,0,0,0, 
2025,02,ANCASH,02,AIJA,01,AIJA,30399,01,01,1,2,020241004,.0649775,1,,1,1,3,1,PAPA BLANCA,2612,1,4000,000,0,0,1,0,0,0,0, 
2025,02,ANCASH,02,AIJA,01,AIJA,30399,04,04,1,2,020241004,16.40953,1,,1,1,4,1,PAPA BLANCA,2612,1,0,350,0,0,1,0,0,0,0, 
2025,02,ANCASH,02,AIJA,02,CORIS,30407,01,01,1,2,020243003,4.38644,1,,1,1,7,1,ARVEJA,2901,1,0,130,0,0,0,0,0,1,0, 
2025,02,ANCASH,02,AIJA,02,CORIS,30407,01,01,1,2,020243003,4.38644,1,,1,1,7,2,HABA,2942,1,0,170,0,0,0,0,0,1,0, 
2025,02,ANCASH,02,AIJA,02,CORIS,30410,03,03,1,2,020243002,2.685762,1,,1,1,3,1,ARVEJA,2901,1,0,100,0,0,0,0,0,1,0, 
2025,02,ANCASH,02,AIJA,02,CORIS,30410,03,03,1,2,020243002,2.685762,1,,1,1,11,1,ARVEJA,2901,1,0,100,0,0,1,0,0,1,0, 
2025,02,ANCASH,02,AIJA,02,CORIS,30410,03,03,1,2,020243002,2.685762,1,,1,1,11,2,HABA,2942,1,0,100,0,0,1,0,0,1,0, 
2025,02,ANCASH,02,AIJA,02,CORIS,30412,01,01,1,2,020241002,13.30302,1,,1,1,3,1,PAPA BLANCA,2612,1,0,250,0,0,1,1,0,0,1, 
2025,02,ANCASH,02,AIJA,03,HUACLLAN,30414,03,03,1,2,020231004,1.607885,1,,1,1,2,1,PAPA BLANCA,2612,1,0,250,0,0,1,0,0,0,0, 
2025,02,ANCASH,02,AIJA,03,HUACLLAN,30415,05,05,1,2,020231003,14.24199,1,,1,1,3,1,ARVEJA,2901,1,0,250,0,0,1,0,0,0,0, 
2025,02,ANCASH,02,AIJA,03,HUACLLAN,30415,05,05,1,2,020231003,14.24199,1,,1,1,4,1,PAPA BLANCA,2612,1,0,125,0,0,1,0,0,0,0, 
2025,02,ANCASH,02,AIJA,04,LA MERCED,30416,03,03,1,2,020252004,.5886771,1,,1,1,5,1,TARHUI,2947,1,0,050,0,0,1,0,0,0,0, 
2025,02,ANCASH,02,AIJA,04,LA MERCED,30416,07,07,1,2,020252004,.907255,1,,1,1,4,1,TARHUI,2947,1,0,100,0,0,1,0,0,0,0, 
2025,02,ANCASH,02,AIJA,04,LA MERCED,30417,01,01,1,2,020231004,1.273532,1,,1,1,5,1,PAPA BLANCA,2612,1,0,250,0,0,1,0,0,0,0, 
2025,02,ANCASH,02,AIJA,04,LA MERCED,30417,02,02,1,2,020231004,3.194345,1,,1,1,4,1,PAPA BLANCA,2612,1,2000,000,0,0,1,0,0,0,0, 
2025,02,ANCASH,02,AIJA,04,LA MERCED,30417,04,04,1,2,020231004,1.075123,1,,1,1,1,1,PAPA BLANCA,2612,1,700,000,0,0,1,0,0,0,0, 
2025,02,ANCASH,02,AIJA,04,LA MERCED,30420,01,01,1,2,020241003,.68651,1,,1,0,2,1,TARHUI,2947,1,0,200,0,0,1,0,0,0,0, 
2025,02,ANCASH,02,AIJA,04,LA MERCED,30420,02,02,1,2,020241003,1.458804,1,,1,1,4,1,PAPA BLANCA,2612,1,0,250,0,0,1,0,0,0,0, 
